option_state,option_owner,strike,amount,strikeAmount.mul(optionCollateralizationRatio).div(100).add(strikeFee),premium,expiration_date,optionType,market
2,0x58C62FB35eA0b936F22cc1680eFA3f7b3798712D,1270600000000,500000000,500000000,16496787,1604501512,2,btc_options
2,0xDdE4812F8185CE19782420f4068f09e8B45425Db,1271248636933,11000000,11000000,256410,1603897293,2,btc_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1286137393374,1500000000,1500000000,49455000,1604507857,2,btc_options
1,0x5D070F10C330A34306f6308F83Baa5D5C74001a1,1286137393374,80000000,80000000,3732000,1605717457,2,btc_options
2,0xECB949c68C825650fD9D0Aebe0cd3796FD126e66,1280000000000,50000000,50000000,1895001,1604508185,2,btc_options
1,0x6B5422143e8ABDf03Db19c6058de007d27465Bd3,1281412000000,1300000,1300000,60645,1605733698,2,btc_options
1,0x4718fc7E40092A9d5FC584699AEA1AA4c6f63D33,1282554530329,200000000,200000000,6594000,1604561196,2,btc_options
2,0x5CD364dF460c40588b865D6985F530767263CF84,1284986000000,150000000,150000000,1318500,1603445160,2,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1287235000000,300000000,300000000,13995000,1605791385,1,btc_options
1,0x049261c9110499B6135b0Cba5dC391104b8109Ac,1287235000000,300000000,300000000,13995000,1605791593,2,btc_options
2,0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed,1310513000000,10000000,10000000,117200,1603484710,1,btc_options
1,0xe84f67ECa9eD5C69C0915B13533Eb09B63f0EdB1,1300000000000,198000000,198000000,12298206,1605832104,2,btc_options
1,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1292372000000,300000000,300000000,16152000,1605235173,2,btc_options
2,0xbfeceC47dD8bf5F6264A9830A9d26ef387c38A67,1293465964053,70000000,70000000,2175600,1604070868,1,btc_options
3,0x128f19a6FdD737B0937627738313E8BF5527ACEB,1294100000000,100000000,100000000,1172859,1603573069,2,btc_options
3,0x3BAf349bE62f94E7141Cf748CF09d761219757B7,1299733000000,100000000,100000000,1172000,1603637246,2,btc_options
3,0xD22886236f453E9407F54cC2706B2E9C87789702,1313734000000,200000000,200000000,2344000,1603683128,2,btc_options
1,0xF9107317B0fF77eD5b7ADea15e50514A3564002B,1296399537267,10000000,10000000,622000,1606061820,1,btc_options
1,0x0682EBeC1F898110D1E5741e2c7DAFFfB6a47870,1290000000000,2000000,2000000,61645,1604251870,1,btc_options
3,0xe05d396512959b5bFD1EA9be3CD09A2412e4010c,1299997000000,700000000,700000000,8204000,1603740537,1,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1310133662204,1000000000,1000000000,62200000,1606129896,2,btc_options
1,0x0A53E28f2f7b27971E18a6305C2C74A449BADd2e,1308136000000,100000000,100000000,5384000,1605572849,2,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1313616000000,500000000,500000000,31100000,1606213359,2,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1313616000000,500000000,500000000,31100000,1606213625,2,btc_options
1,0x86E9BFA8110B4211c0c17d62AEBE2e144bc236D0,1336474000000,1000000000,1000000000,62200000,1606217239,2,btc_options
1,0xDdE4812F8185CE19782420f4068f09e8B45425Db,1358285313119,10000000,10000000,622000,1606236276,1,btc_options
1,0xaC9e6fA8Ad5214F365E99eE96227598eA1E4B20c,1361415000000,100000000,100000000,3108000,1604424245,2,btc_options
2,0xe05d396512959b5bFD1EA9be3CD09A2412e4010c,1367559000000,1000000000,1000000000,11720000,1603915685,1,btc_options
1,0x5CD364dF460c40588b865D6985F530767263CF84,1367559000000,50000000,50000000,3110000,1606249080,2,btc_options
1,0x6144923B656fbAc72F486796a2a33750Dc6c559f,1367559000000,150000000,150000000,9330000,1606249182,2,btc_options
1,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1367559000000,2500000000,2500000000,155500000,1606249504,2,btc_options
1,0xe05d396512959b5bFD1EA9be3CD09A2412e4010c,1373126000000,960000000,960000000,51686400,1605651365,1,btc_options
1,0xCCe853ECB829d914d119724761e3deb6ad982047,1373206546928,1000000,1000000,62200,1606265886,2,btc_options
1,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1339282000000,2500000000,2500000000,155500000,1606306640,2,btc_options
1,0x1de1303a06EcEaEd21D333337D71C1113261515a,1307267909280,250000000,250000000,15550000,1606313560,2,btc_options
1,0x8cCa25F558cf8ffC1e084e48489AC7638c401beF,1307267909280,2500000000,2500000000,155500000,1606313670,1,btc_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1298196000000,2000000000,2000000000,23440000,1603981248,2,btc_options
2,0xD22886236f453E9407F54cC2706B2E9C87789702,1308222545668,600000000,600000000,18648000,1604503373,2,btc_options
1,0xDdE4812F8185CE19782420f4068f09e8B45425Db,1313503000000,10000000,10000000,622000,1606323383,2,btc_options
1,0x099686478448CE02F8E61C6b01904d0548daeAe5,1350000000000,50000000,50000000,3546737,1606413957,2,btc_options
2,0x6481B4521Ad2Bb4b5ba4872e4a4D7829e5120eb0,1326602689430,20000000,20000000,234400,1604152876,2,btc_options
2,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1344548000000,2000000000,2000000000,23440000,1604158620,2,btc_options
2,0x091dDfcE101BeCd8556E863CA08C331Ba190C733,1353068429767,200000000,200000000,2344000,1604175530,2,btc_options
1,0x091dDfcE101BeCd8556E863CA08C331Ba190C733,1353068429767,100000000,100000000,6220000,1606508744,2,btc_options
1,0x16304dAE95525d603E2C15aB385C5463A6b2113B,1500000000000,50000000,50000000,2005970,1605321661,2,btc_options
1,0x4E60bE84870FE6AE350B563A121042396Abe1eaF,1391100000000,2000000000,2000000000,124400000,1606557874,2,btc_options
1,0x82cCf5eD8F713281B1BE7d12F64A614e20c3BaD0,1397342370841,5000000000,5000000000,155400000,1604744026,1,btc_options
1,0x6481B4521Ad2Bb4b5ba4872e4a4D7829e5120eb0,1382487042024,30000000,30000000,351600,1604228071,2,btc_options
1,0xD22886236f453E9407F54cC2706B2E9C87789702,1388644168872,500000000,500000000,5860000,1604229752,2,btc_options
1,0x198ad6C547D20d70f2F656a4F48e6c7cfb7B4325,1400000000000,20000000000,20000000000,616033765,1604753162,2,btc_options
1,0x128f19a6FdD737B0937627738313E8BF5527ACEB,1380800000000,300000000,300000000,18665006,1606595055,2,btc_options
1,0xF35Bb0619b0d78613C42dBc9e44d535749649dCB,1383326627863,10000000,10000000,622000,1606610150,2,btc_options
